PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
549,0.0,-1.0,"Goldsmith, Mr. Frank John",,33.0,1.0,1.0,363291,20.525,,S
550,No,,"Davies, Master. John Morgan Jr",unknown,8.0,,1.0,C.A. 33112,36.75,,S
551,Yes,,"Thayer, Mr. John Borland Jr",male,17.0,0.0,2.0,17421,110.8833,C70,C
552,,2.0,"Sharp, Mr. Percival James R",male,333.0,0.0,0.0,244358,26.0,,
553,0.0,3.0,"O'Brien, Mr. Timothy",male,,0.0,,330979,7.8292,,Q
554,1.0,,"Leeni, Mr. Fahim (""Philip Zenni"")",,22.0,0.0,,2620,,,
555,maybe,3.0,"Ohman, Mr.. Velin",female,22.0,0.0,0.0,347085,7.775,,
556,0.0,,"Wright, Mr. George",,62.0,0.0,0.0,113807,26.55,,S
557,1.0,1.0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",,48.0,1.0,0.0,11755,39.6,A16,C
558,0.0,1.0,"Robbins, Mr. Victor",male,,0.0,0.0,PC 17757,227.525,,
559,Yes,1.0,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,,1.0,110413,79.65,E67,S
560,,nan,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1.0,0.0,345572,,,
561,,3.0,"Morrow, Mr. Thomas Rowan",,,,0.0,372622,,,Q
562,0.0,3.0,"Sivic, Mr. Husein",male,,500.0,-5.0,349251,,,S
563,0.0,2.0,"Norman, Mr. Robert Douglas",,28.0,0.0,,218629,13.5,,S
564,maybe,,"Simmons, Mr. John",male,,,,SOTON/OQ 392082,8.05,,S
565,maybe,3.0,"Meanwell, Miss. (Marion Ogden)",female,,0.0,0.0,SOTON/O.Q. 392087,,,S
566,0.0,3.0,"Davies, Mr. Alfred J",male,24.0,,,A/4 48871,,,S
567,,0.0,"Stoytcheff, Mr. Ilia",,19.0,0.0,0.0,349205,,,S
568,maybe,3.0,"Palsson, Mr. Nils (Alma Cornelia Berglund)",,29.0,0.0,4.0,349909,21.075,,S
569,0.0,3.0,"Doharr, Mr. Tannous",unknown,,100.0,50.0,2686,7.2292,,C
570,unknown,,"Jonsson, Mr. Carl",,32.0,0.0,0.0,350417,,,S
571,1.0,4.0,"Harris, Ms. George",male,62.0,0.0,,S.W./PP 752,10.5,,
572,1.0,5,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2.0,0.0,11769,51.4792,C101,S
573,1.0,1.0,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,,0.0,PC 17474,26.3875,E25,S
574,1.0,3.0,"Kelly, Miss. Mary 8194",,,0.0,0.0,14312,-100,,Q
575,0.0,,"Rush, Mr. Alfred George John 8097",male,16.0,,0.0,A/4. 20589,8.05,,S
576,No,,"Patchett, Mr. George",male,19.0,0.0,0.0,358585,14.5,,S
577,1.0,2.0,"Garside, Miss. Ethel",female,34.0,0.0,0.0,243880,13.0,,S
578,1.0,,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1.0,0.0,13507,55.9,E44,S
579,0.0,3.0,"Caram, Mrs. Joseph (Maria Elias)",,,1.0,,2689,14.4583,,
580,,3.0,"Jussila, Mr. Eiriik 2269",,333.0,,0.0,STON/O 2. 3101286,7.925,,
581,1.0,2.0,"Christy, Miss. Julie Rachel",female,25.0,,1.0,237789,30.0,,
582,1.0,,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1.0,1.0,17421,110.8833,C68,C
583,0.0,4.0,"Downton, Mr. William James",,54.0,,0.0,28403,,,S
584,No,1.0,"Ross, Mr. John Hugo",,36.0,0.0,0.0,13049,40.125,A10,
585,0.0,3.0,"Paulner, Mr. Uscher",male,,,0.0,3411,,,C
586,1.0,1.0,"Taussig, Miss. Ruth",,18.0,,2.0,110413,79.65,E68,S
587,0.0,2.0,"Jarvis, Mr. John Denzil",,47.0,0.0,0.0,237565,,,
588,,1.0,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1.0,,13567,79.2,B41,C
589,,3.0,"Gilinski, Mr. Eliezer",male,22.0,,,14973,8.05,,S
590,0.0,3.0,"Murdlin, Mr. Joseph",,,0.0,0.0,A./5. 3235,8.05,,S
591,0.0,3.0,"Rintamaki, Mr. Matti",unknown,35.0,0.0,,STON/O 2. 3101273,7.125,,S
592,1.0,1.0,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",,52.0,1.0,0.0,36947,RMS,D20,
593,0.0,3.0,"Elsbury, Mr. William James",male,47.0,,0.0,A/5 3902,7.25,,S
594,0.0,-1.0,"Bourke, Miss. Mary",female,,0.0,,364848,7.75,,Q
595,,,"Chapman, Mr. John Henry",male,37.0,1.0,0.0,SC/AH 29037,26.0,,
596,0.0,,"Van Impe, Mr. Jean Baptiste",male,36.0,1.0,1.0,345773,,,S
597,No,2.0,"Leitch, Miss. Jessie Wills 1874",female,,0.0,0.0,248727,33.0,,S
598,,3.0,"Johnson, Mr. Alfred",male,49.0,,0.0,LINE,0.0,,S
599,0.0,3.0,"Boulos, Mr. Hanna",male,,,0.0,2664,,,C
600,1.0,0,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1.0,0.0,PC 17485,,A20,
601,1.0,5.0,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy) 9015",alien,24.0,2.0,1.0,243847,27.0,,S
602,0.0,3.0,"Slabenoff, Mr. Petco",male,,0.0,0.0,349214,1000000,,S
603,,0,"Harrington, Mr. Charles H",,,,0.0,113796,42.4,,
604,No,0,"Torber, Mr. Ernst William",male,44.0,0.0,,364511,8.05,,S
605,1.0,,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0.0,,111426,,,C
606,0.0,3.0,"Lindell, Mr. Edvard Bengtsson",male,36.0,1.0,,349910,15.55,,S
607,,3.0,"Karaic, Mr. Milan",,30.0,0.0,,349246,,,S
608,1.0,4,"Daniel, Mr. Robert Williams",male,27.0,,,113804,,,S
609,1.0,2.0,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",unknown,22.0,1.0,2.0,SC/Paris 2123,,,
610,,1.0,"Shutes, Miss. Elizabeth W 8532",female,40.0,,0.0,PC 17582,153.4625,C125,
611,,,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1.0,5.0,347082,,,S
612,0.0,3.0,"Jardin, Mr. Jose Neto 9769",,,0.0,0.0,SOTON/O.Q. 3101305,7.05,,S
613,1.0,3.0,"Murphy, Miss. Margaret Jane 6371",alien,,1.0,0.0,367230,15.5,,Q
614,0.0,,"Horgan, Mr. John",male,,,0.0,370377,,,Q
615,No,3.0,"Brocklebank, Mr. William Alfred",,35.0,,,364512,8.05,,
616,1.0,2.0,"Herman, Miss. Alice",female,24.0,,2.0,220845,,,S
617,0.0,3.0,"Danbom, Mr. Ernst Gilbert",male,34.0,1.0,1.0,347080,14.4,,
618,0.0,3.0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1.0,,A/5. 3336,16.1,,S
619,1.0,,"Becker, Miss. Marion Louise",female,4.0,2.0,,230136,39.0,F4,
620,No,2.0,"Gavey, Mr. Lawrence",male,26.0,0.0,0.0,31028,10.5,,
621,0.0,3.0,"Yasbeck, Mr. Antoni",male,27.0,1.0,0.0,2659,14.4542,,C
622,No,1.0,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1.0,,11753,52.5542,D19,S
623,1.0,3.0,"Nakid, Mr. Sahid",,20.0,1.0,,2653,,,
624,0.0,3.0,"Hansen, Mr. Henry Damsgaard",male,21.0,0.0,0.0,350029,,,S
625,0.0,3.0,"Bowen, Mr. David John ""Dai""",,21.0,,0.0,54636,,,S
626,0.0,1.0,"Sutton, Mr. Frederick",male,61.0,0.0,,36963,32.3208,D50,S
627,0.0,,"Kirkland, Rev. Charles Leonard",,57.0,,0.0,219533,12.35,,Q
628,Yes,1.0,"Longley, Miss. Gretchen Fiske",female,21.0,0.0,0.0,13502,77.9583,D9,S
629,0.0,,"Bostandyeff, Mr. Guentcho",male,,0.0,0.0,349224,7.8958,,S
630,0.0,3.0,"O'Connell, Mr. Patrick D",male,333.0,,0.0,334912,7.7333,,Q
631,1.0,1.0,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0.0,,27042,30.0,A23,S
632,0.0,3.0,"Lundahl, Mr. Johan Svensson",male,51.0,0.0,0.0,347743,7.0542,,S
633,1.0,1.0,"Stahelin-Maeglin, Dr. Max",male,32.0,0.0,0.0,13214,30.5,B50,C
634,0.0,1.0,"Parr, Mr. William Henry Marsh",male,,0.0,,112052,0.0,,
635,0.0,3.0,"Skoog, Miss. Mabel",female,9.0,3.0,2.0,347088,,,S
636,unknown,5,"Davis, Miss. Mary",female,28.0,0.0,,237668,13.0,,S
637,0.0,,"Leinonen, Mr. Antti Gustaf 2175",male,32.0,0.0,0.0,STON/O 2. 3101292,7.925,,S
638,0.0,,"Collyer, Mr. Harvey",male,31.0,1.0,1.0,C.A. 31921,26.25,,S
639,0.0,3.0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0.0,5.0,3101295,39.6875,,S
640,0.0,3.0,"Thorneycroft, Mr. Percival",male,,1.0,0.0,376564,16.1,,S
641,,-1.0,"Jensen, Mr. Hans Peder",,20.0,0.0,0.0,350050,,,S
642,1.0,1.0,"Sagesser, Mlle. Emma",female,24.0,,0.0,PC 17477,,B35,C
643,0.0,5,"Skoog, Miss. Margit Elizabeth",female,2.0,,,347088,27.9,,S
644,,3.0,"Foo, Mr. Choong 8621",,,0.0,0.0,1601,56.4958,,
645,1.0,3.0,"Baclini, Miss. Eugenie",female,0.75,,1.0,2666,19.2583,,
646,1.0,1.0,"Harper, Mr. Henry Sleeper",,48.0,1.0,0.0,PC 17572,76.7292,D33,C
647,0.0,3.0,"Cor, Mr. Liudevit",,19.0,0.0,0.0,349231,,,S
648,1.0,1.0,"Simonius-Blumer, Col. Oberst Alfons",male,,-5.0,999.0,13213,35.5,A26,C
649,0.0,3.0,"Willey, Mr. Edward 4684",alien,,0.0,0.0,S.O./P.P. 751,7.55,,S
650,,,"Stanley, Miss. Amy Zillah Elsie",,23.0,0.0,0.0,CA. 2314,7.55,,S
651,0.0,3.0,"Mitkoff, Mr. Mito",male,,,0.0,349221,7.8958,,S
652,,,"Doling, Miss. Elsie",female,18.0,,1.0,231919,23.0,,S
653,0.0,,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0.0,0.0,8475,8.4333,,S
654,1.0,3.0,"O'Leary, Miss. Hanora ""Norah""",female,,0.0,0.0,330919,,,Q
655,0.0,3.0,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0.0,0.0,365226,,,
656,0.0,,"Hickman, Mr. Leonard Mark",male,24.0,2.0,0.0,S.O.C. 14879,Rose,,S
657,0.0,,"Radeff, Mr. Alexander",male,,0.0,0.0,349223,,,S
658,0.0,3.0,"Bourke, Mrs. John (Catherine)",alien,32.0,1.0,1.0,364849,,,Q
659,,,"Eitemiller, Mr. George Floyd",male,23.0,,0.0,29751,13.0,,
660,0.0,1.0,"Newell, Mr. Arthur Webster",,58.0,500.0,70.0,35273,113.275,D48,C
661,1.0,,"Frauenthal, Dr. Henry William",male,50.0,2.0,0.0,PC 17611,133.65,,S
662,0.0,-1.0,"Badt, Mr. Mohamed",male,40.0,0.0,,2623,RMS,,C
663,0.0,5.0,"Colley, Mr. Edward Pomeroy",,47.0,,0.0,5727,25.5875,E58,S
664,0.0,,"Coleff, Mr. Peju",,36.0,0.0,,349210,7.4958,,S
665,1.0,3.0,"Lindqvist, Mr. Eino William",,20.0,1.0,,STON/O 2. 3101285,7.925,,
666,0.0,2.0,"Hickman, Mr. Lewis 2481",,32.0,2.0,,S.O.C. 14879,73.5,,
667,0.0,2.0,"Butler, Mr. Reginald Fenton",male,25.0,,,234686,13.0,,
668,0.0,3.0,"Rommetvedt, Mr. Knud Paust 6354",male,,0.0,0.0,312993,7.775,,
669,0.0,3.0,"Cook, Mr. Jacob",,43.0,0.0,,A/5 3536,8.05,,S
670,1.0,1.0,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",,,1.0,,19996,52.0,C126,S
671,No,2.0,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1.0,1.0,29750,,,S
672,No,1.0,"Davidson, Mr. Thornton",male,31.0,1.0,0.0,F.C. 12750,52.0,B71,S
673,0.0,nan,"Mitchell, Mr. Henry Michael",,70.0,nan,nan,C.A. 24580,10.5,,
674,Yes,nan,"Wilhelms, Mr. Charles",,31.0,0.0,0.0,244270,13.0,,S
675,0.0,2.0,"Watson, Mr. Ennis Hastings",male,,,0.0,239856,,,S
676,0.0,5,"Edvardsson, Mr. Gustaf Hjalmar",male,500.0,0.0,0.0,349912,7.775,,
677,0.0,3.0,"Sawyer, Mr. Frederick Charles",male,24.5,,0.0,342826,,,S
678,1.0,3.0,"Turja, Miss. Anna Sofia",female,18.0,0.0,0.0,4138,,,S
679,unknown,3.0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,,6.0,CA 2144,46.9,,S
680,,1.0,"Cardeza, Mr. Thomas Drake Martinez",,36.0,,1.0,PC 17755,512.3292,B51 B53 B55,
681,,3.0,"Peters, Miss. Katie",female,,0.0,0.0,330935,8.1375,,Q
682,,5.0,"Hassab, Mr. Hammad",male,27.0,,0.0,PC 17572,,D49,C
683,,,"Olsvigen, Mr. Thor Anderson",male,20.0,0.0,0.0,6563,,,S
684,maybe,3.0,"Goodwin, Mr. Charles Edward",male,14.0,5.0,,CA 2144,46.9,,S
685,No,2.0,"Brown, Mr. Thomas William Solomon",male,60.0,999.0,999.0,29750,39.0,,
686,0.0,,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1.0,2.0,SC/Paris 2123,41.5792,,C
687,0.0,-1.0,"Panula, Mr. Jaako Arnold 7124",male,14.0,4.0,1.0,3101295,39.6875,,S
688,0.0,,"Dakic, Mr. Branko",male,19.0,0.0,0.0,349228,,,S
689,0.0,3.0,"Fischer, Mr. Eberhard Thelander",unknown,18.0,0.0,0.0,350036,7.7958,,
690,1.0,,"Madill, Miss. Georgette Alexandra",female,15.0,0.0,,24160,313131313131,B5,
691,No,1.0,"Dick, Mr. Albert Adrian",male,31.0,,0.0,17474,-222,B20,S
692,1.0,3.0,"Karun, Miss. Manca 4409 3660",female,4.0,,1.0,349256,,,C
693,,,"Lam, Mr. Ali",,,,,1601,56.4958,,S
694,,0,"Saad, Mr. Khalil",male,25.0,0.0,,2672,7.225,,
695,maybe,,"Weir, Col. John",male,60.0,0.0,0.0,113800,,,S
696,,2.0,"Chapman, Mr. Charles Henry",,52.0,0.0,0.0,248731,13.5,,S
697,No,3.0,"Kelly, Mr. James",,44.0,0.0,,363592,,,S
698,1.0,,"Mullens, Miss. Katherine ""Katie""",female,,0.0,0.0,35852,7.7333,,Q
699,No,1.0,"Thayer, Mr. John Borland",male,49.0,1.0,1.0,17421,110.8833,C68,C
700,0.0,,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0.0,0.0,348121,,F G63,S
701,1.0,5,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1.0,0.0,PC 17757,227.525,C62 C64,
702,1.0,1.0,"Silverthorne, Mr. Spencer Victor 8024",male,35.0,,0.0,PC 17475,26.2875,E24,S
703,0.0,nan,"Barbara, Miss. Saiide",female,18.0,0.0,,2691,14.4542,,C
704,No,,"Gallagher, Mr. Martin",,25.0,0.0,0.0,36864,,,
705,,3.0,"Hansen, Mr. Henrik Juul",male,26.0,1.0,0.0,350025,,,
706,,2.0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,,0.0,250655,26.0,,S
707,maybe,2.0,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0.0,0.0,223596,13.5,,S
708,1.0,1.0,"Calderhead, Mr. Edward Pennington",male,42.0,,0.0,PC 17476,26.2875,E24,S
709,No,,"Cleaver, Miss. Alice",female,22.0,0.0,,113781,RMS,,S
710,,,"Moubarek, Master. Halim Gonios (""William George"")",,,1.0,1.0,2661,,,
711,1.0,1.0,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0.0,0.0,PC 17482,49.5042,C90,C
712,0.0,1.0,"Klaber, Mr. Herman",male,,0.0,0.0,113028,26.55,C124,S
713,1.0,5,"Taylor, Mr. Elmer Zebley",male,48.0,1.0,,19996,52.0,C126,S
714,0.0,3.0,"Larsson, Mr. August Viktor 9596",male,29.0,0.0,0.0,7545,9.4833,,S
715,0.0,2.0,"Greenberg, Mr. Samuel",male,52.0,0.0,0.0,250647,13.0,,
716,0.0,3.0,"Soholt, Mr. Peter Andreas Lauritz Andersen",,19.0,0.0,0.0,348124,7.65,F G73,S
717,unknown,1.0,"Endres, Miss. Caroline Louise 8498",female,38.0,0.0,,PC 17757,227.525,C45,
718,,2.0,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0.0,0.0,34218,10.5,E101,S
719,,3.0,"McEvoy, Mr. Michael",male,,0.0,0.0,36568,15.5,,Q
720,,3.0,"Johnson, Mr. Malkolm Joackim",male,33.0,0.0,0.0,347062,,,S
721,1.0,2.0,"Harper, Miss. Annie Jessie ""Nina"" 5084",female,6.0,0.0,1.0,248727,,,
722,0.0,,"Jensen, Mr. Svend Lauritz",male,17.0,1.0,0.0,350048,,,S
723,No,,"Gillespie, Mr. William Henry",male,34.0,,0.0,12233,13.0,,S
724,0.0,2.0,"Hodges, Mr. Henry Price",male,50.0,0.0,0.0,250643,13.0,,S
725,Yes,1.0,"Chambers, Mr. Norman Campbell 5582",unknown,27.0,1.0,0.0,113806,53.1,E8,
726,,3.0,"Oreskovic, Mr. Luka",,20.0,,0.0,315094,,,S
727,1.0,,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3.0,0.0,31027,,,S
728,1.0,3.0,"Mannion, Miss. Margareth",female,,,0.0,36866,7.7375,,Q
729,,2.0,"Bryhl, Ms. Kurt Arnold Gottfrid",,25.0,nan,,236853,26.0,,S
730,unknown,3.0,"Ilmakangas, Miss. Pieta Sofia",female,890.0,1.0,0.0,STON/O2. 3101271,7.925,,
731,1.0,-1.0,"Allen, Miss. Elisabeth Walton",female,29.0,0.0,0.0,24160,211.3375,B5,S
732,unknown,3.0,"Hassan, Mr. Houssein G N 7236",male,3213.0,0.0,,2699,18.7875,,
733,,,"Knight, Mr. Robert J",,,,0.0,239855,0.0,,
734,0.0,2.0,"Berriman, Mr. William John 2471",alien,23.0,0.0,0.0,28425,13.0,,S
735,0.0,2.0,"Troupiansky, Mr. Moses Aaron",male,23.0,0.0,,233639,13.0,,S
736,0.0,3.0,"Williams, Mr. Leslie",,450.0,0.0,0.0,54636,RMS,,S
737,0.0,3.0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1.0,,W./C. 6608,9999,,S
738,1.0,1.0,"Lesurer, Mr. Gustave J",male,35.0,,0.0,PC 17755,512.3292,B101,C
739,0.0,3.0,"Ivanoff, Mr. Kanio",male,,0.0,,349201,7.8958,,S
740,0.0,3.0,"Nankoff, Mr. Minko",male,,0.0,,349218,7.8958,,S
741,unknown,1.0,"Hawksford, Mr. Walter James",male,,0.0,0.0,16988,30.0,D45,S
742,0.0,-1.0,"Cavendish, Mr. Tyrell William",male,36.0,1.0,0.0,19877,78.85,C46,S
743,,,"Ryerson, Miss. Susan Parker ""Suzette""",,21.0,2.0,2.0,PC 17608,262.375,B57 B59 B63 B66,
744,0.0,,"McNamee, Mr. Neal 6175",male,24.0,1.0,0.0,376566,,,S
745,,,"Stranden, Mr. Juho",male,31.0,,0.0,STON/O 2. 3101288,,,S
746,0.0,5.0,"Crosby, Capt. Edward Gifford 7984",male,70.0,1.0,1.0,WE/P 5735,71.0,B22,S
747,,3.0,"Abbott, Mr. Rossmore Edward",male,16.0,50.0,500.0,C.A. 2673,20.25,,S
748,,,"Sinkkonen, Miss. Anna",female,30.0,0.0,0.0,250648,13.0,,S
749,No,0.0,"Marvin, Mr. Daniel Warner",male,19.0,1.0,,113773,53.1,D30,
750,0.0,3.0,"Connaghton, Mr. Michael",male,31.0,,,335097,7.75,,Q
751,1.0,,"Wells, Miss. Joan 3911",female,4.0,,1.0,29103,23.0,,S
752,,3.0,"Moor, Master. Meier",male,6.0,,1.0,392096,12.475,E121,S
753,0.0,3.0,"Vande Velde, Mr. Johannes Joseph",,33.0,,0.0,345780,,,
754,0.0,4.0,"Jonkoff, Mr. Lalio",,23.0,0.0,0.0,349204,7.8958,,
755,1.0,2.0,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1.0,2.0,220845,65.0,,S
756,1.0,,"Hamalainen, Master. Viljo",male,0.67,1.0,1.0,250649,14.5,,
757,0.0,3.0,"Carlsson, Mr. August Sigfrid",,,0.0,0.0,350042,7.7958,,S
758,0.0,,"Bailey, Mr. Percy Andrew",male,18.0,,,29108,11.5,,
759,0.0,3.0,"Theobald, Mr. Thomas Leonard",,34.0,,,363294,9999,,
760,,1.0,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0.0,,110152,86.5,B77,S
761,0.0,5.0,"Garfirth, Mr. John",male,,70.0,999.0,358585,14.5,,S
762,No,3.0,"Nirva, Mr. Iisakki Antino Aijo",,41.0,0.0,0.0,SOTON/O2 3101272,,,S
763,1.0,3.0,"Barah, Mr. Hanna Assi",male,20.0,0.0,0.0,2663,,,
764,1.0,1.0,"Carter, Mrs. William Ernest (Lucile Polk)",,,1.0,,113760,,B96 B98,S
765,0.0,3.0,"Eklund, Mr. Hans Linus 7968",male,16.0,0.0,0.0,347074,7.775,,S
766,,1.0,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1.0,0.0,13502,77.9583,D11,S
767,0.0,,"Brewe, Dr. Arthur Jackson",male,,0.0,,112379,39.6,,C
768,0.0,3.0,"Mangan, Miss. Mary",female,30.5,0.0,0.0,364850,,,Q
769,0.0,3.0,"Moran, Ms. Daniel J",male,3213.0,,0.0,371110,24.15,,Q
770,0.0,-1.0,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0.0,0.0,8471,8.3625,,S
771,0.0,3.0,"Lievens, Mr. Rene Aime",male,24.0,0.0,0.0,345781,9.5,,S
772,0.0,3.0,"Jensen, Mr. Niels Peder",male,48.0,0.0,0.0,350047,7.8542,,S
773,0.0,2.0,"Mack, Mrs. (Mary)",,57.0,,,S.O./P.P. 3,10.5,E77,S
774,,,"Elias, Mr. Dibo",male,,0.0,,2674,7.225,,C
775,1.0,2.0,"Hocking, Mrs. Elizabeth (Eliza Needs)",,54.0,,3.0,29105,23.0,,S
776,No,,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0.0,0.0,347078,,,S
777,unknown,,"Tobin, Mr. Roger",,,,0.0,383121,7.75,F38,
778,1.0,4,"Emanuel, Miss. Virginia Ethel",,5.0,0.0,0.0,364516,12.475,,S
779,,,"Kilgannon, Mr. Thomas J",male,,,0.0,36865,7.7375,,Q
780,,1.0,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan) 2802",female,43.0,0.0,1.0,24160,211.3375,B3,S
781,1.0,3.0,"Ayoub, Miss. Banoura",female,13.0,,0.0,2687,7.2292,,
782,1.0,1.0,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1.0,,17474,57.0,B20,S
783,0.0,1.0,"Long, Mr. Milton Clyde",male,29.0,0.0,,113501,30.0,D6,S
784,0.0,nan,"Johnston, Mr. Andrew G",male,,1.0,2.0,W./C. 6607,23.45,,S
785,No,,"Ali, Mr. William",male,25.0,,0.0,SOTON/O.Q. 3101312,7.05,,S
786,0.0,,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0.0,0.0,374887,7.25,,S
787,1.0,3.0,"Sjoblom, Miss. Anna Sofia",,18.0,0.0,0.0,3101265,7.4958,,S
788,0.0,,"Rice, Master. George Hugh",male,8.0,4.0,1.0,382652,,,
789,Yes,3.0,"Dean, Master. Bertram Vere",,1.0,,2.0,C.A. 2315,20.575,,S
790,,1.0,"Guggenheim, Mr. Benjamin",male,46.0,,0.0,PC 17593,79.2,B82 B84,C
791,,3.0,"Keane, Mr. Andrew ""Andy""",male,,0.0,0.0,12460,Rose,,Q
792,,2.0,"Gaskell, Mr. Alfred",male,16.0,0.0,0.0,239865,26.0,,S
793,maybe,3.0,"Sage, Miss. Stella Anna",female,,8.0,2.0,CA. 2343,69.55,,S
794,,1.0,"Hoyt, Mr. William Fisher",,,,,PC 17600,1917,,
795,maybe,3.0,"Dantcheff, Mr. Ristiu",,25.0,0.0,0.0,349203,7.8958,,S
796,0.0,2.0,"Otter, Mr. Richard",male,,0.0,0.0,28213,13.0,,S
797,,1.0,"Leader, Dr. Alice (Farnham)",female,49.0,0.0,0.0,17465,25.9292,D17,S
798,1.0,,"Osman, Mrs. Mara",,31.0,0.0,0.0,349244,,,S
799,0.0,5,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0.0,0.0,2685,7.2292,,C
800,0.0,3.0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,,1.0,345773,24.15,,
801,0.0,2.0,"Ponesell, Mr. Martin",,34.0,0.0,0.0,250647,13.0,,S
802,1.0,,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",,31.0,1.0,1.0,C.A. 31921,26.25,,S
803,1.0,1.0,"Carter, Master. William Thornton II 6932",male,11.0,nan,,113760,120.0,B96 B98,S
804,,-1.0,"Thomas, Master. Assad Alexander",male,0.42,,1.0,2625,8.5167,,
805,1.0,3.0,"Hedman, Mr. Oskar Arvid",,27.0,0.0,,347089,6.975,,S
806,0.0,,"Johansson, Mr. Karl Johan",male,31.0,0.0,0.0,347063,7.775,,S
807,0.0,1.0,"Andrews, Mr. Thomas Jr",,39.0,,,112050,0.0,A36,S
808,,3.0,"Pettersson, Miss. Ellen Natalia",female,18.0,0.0,0.0,347087,,,S
809,0.0,2.0,"Meyer, Mr. August",male,39.0,0.0,0.0,248723,,,S
810,1.0,1.0,"Chambers, Mr. Norman Campbell (Bertha Griggs)",alien,33.0,,0.0,113806,53.1,E8,S
811,0.0,,"Alexander, Mr. William",male,26.0,0.0,,3474,,,S
812,unknown,-1.0,"Lester, Mr. James",male,39.0,,,A/4 48871,24.15,,S
813,0.0,2.0,"Slemen, Mr. Richard James",male,35.0,,,28206,10.5,,S
814,0.0,4,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4.0,,347082,31.275,,S
815,0.0,3.0,"Tomlin, Mr. Ernest Portage",male,30.5,0.0,0.0,364499,1000000,,S
816,,1.0,"Fry, Mr. Richard",male,,0.0,0.0,112058,0.0,B102,S
817,0.0,-1.0,"Heininen, Miss. Wendla Maria",unknown,23.0,,,STON/O2. 3101290,,,S
818,0.0,2.0,"Mallet, Mr. Albert",male,31.0,1.0,1.0,S.C./PARIS 2079,37.0042,,C
819,0.0,3.0,"Holm, Mr. John Fredrik Alexander",,43.0,,0.0,C 7075,,,S
820,0.0,3.0,"Skoog, Master. Karl Thorsten",male,10.0,3.0,2.0,347088,27.9,,S
821,1.0,1.0,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,,1.0,12749,,B69,
822,1.0,0,"Lulic, Mr. Nikola",,27.0,0.0,0.0,315098,RMS,,S
823,0.0,,"Reuchlin, Jonkheer. John George",male,38.0,0.0,0.0,19972,0.0,,S
824,1.0,3.0,"Moor, Mrs. (Beila)",alien,27.0,0.0,,392096,12.475,E121,
825,0.0,,"Panula, Master. Urho Abraham",male,500.0,,1.0,3101295,39.6875,,S
